1,Scolwerz,1:16.971,SS
2,Legenda,1:17.106,SS
3,NeXo,1:17.119,SS
4,Sneaky,1:17.364,S
5,Number One,1:17.521,SS
6,Goldrush,1:17.629,SS
7,Fooji,1:17.632,S
8,Dávid,1:18.157,SS
9,Rákoskutya,1:18.320,SS
10,Bálint,1:18.400,SS
11,bj,1:18.851,S
12,Mateusz rex,1:20.487,SS
13,Ármin,1:21.299,SS
14,BMW,,
