1,Scolwerz,1:29.579,SS
2,Sneaky,1:29.682,SS
3,Fooji,1:29.857,SS
4,Number One,1:29.918,US
5,Dávid,1:29.977,US
6,NeXo,1:30.007,US
7,Legenda,1:30.172,SS
8,Goldrush,1:30.184,US
9,Rákoskutya,1:30.325,SS
10,bj,1:30.548,SS
11,Bálint,1:30.617,US
12,Monte Carlo,1:31.156,US
13,Solo,1:31.390,US
14,BMW,1:31.976,SS
15,Ármin,1:34.820,SS
16,Mateusz rex,1:34.824,SS
