1,Scolwerz,1:06.975,SS
2,Sneaky,1:07.172,SS
3,Number One,1:07.226,SS
4,Legenda,1:07.317,SS
5,Fooji,1:07.601,SS
6,BMW,1:07.695,SS
7,NeXo,1:08.323,S
8,DarioDarcos,1:08.397,S
9,Roo,1:08.404,SS
10,Vass Levente,1:09.314,SS
11,Kerepeczki Bence,1:09.725,SS
12,Mateusz rex,1:10.306,SS
13,Ármin,1:13.255,SS
