1,Dávid,1:15.406,S
2,Goldrush,1:15.528,US
3,Scolwerz,1:16.487,S
4,Legenda,1:16.820,S
5,Sneaky,1:16.825,S
6,Zuppaq,1:16.906,S
7,BMW,1:17.089,S
8,Number One,1:17.104,S
9,NeXo,1:17.173,S
10,Bálint,1:17.333,S
11,DarioDarcos,1:17.518,M
12,Krisz,1:17.957,S
13,Rákoskutya,1:17.981,M
14,Fooji,,
