1,Number One,1:27.179,SS
2,NeXo,1:27.547,SS
3,Scolwerz,1:27.864,S
4,Bálint,1:28.319,SS
5,Fooji,1:28.566,S
6,DarioDarcos,1:28.759,S
7,Roo,1:28.909,SS
8,Ármin,1:33.790,SS
9,BMW,,
10,Vass Levente,,
11,Sneaky,,
