1,NPC Polikárp,46:10.894,1:33.931,2
2,M4köszi,46:17.815,1:34.066,2
3,Scolwerz,46:18.031,1:34.568,3
4,mark1111,46:28.065,1:35.713,2
5,Laci123,46:43.631,1:37.740,2
6,Bendi,47:27.136,1:37.926,2
7,bmw,47:36.209,1:32.364,4
8,Adrián,51:00.000,1:37.547,4
9,Juráncsik Balázs,52:30.000,1:34.793,2
