1,Scolwerz,41:08.995,1:05.420,1
2,Petert2007,41:12.080,1:06.482,1
3,Acha,41:13.878,1:06.477,1
4,M4köszi,41:15.543,1:05.833,1
5,PS,41:26.405,1:06.712,1
