1,Petert2007,45:17.963,1:12.151,1
2,fhr_krstf,45:21.356,1:10.648,1
3,Scolwerz,45:23.351,1:10.692,1
4,Bezzeg Dániel,45:29.355,1:11.226,1
5,Legenda,45:29.568,1:11.360,2
6,Informal,45:29.913,1:10.971,1
7,Bezzeg Bendegúz,45:36.768,1:11.483,1
8,Fooji,45:36.913,1:11.711,2
9,mark1111,45:48.734,1:11.504,2
10,M4köszi,45:59.465,1:11.743,1
11,Laci123,46:18.527,1:11.967,2
12,Adrián,47:27.470,1:11.878,4
DNF,RF,-,1:12.667,1
DNF,bmw,-,1:13.074,0
DNF,Domanon,-,-,
