1,fhr_krstf,47:54.765,1:22.636,3
2,Scolwerz,48:01.109,1:22.682,2
3,Petert2007,48:02.081,1:23.678,5
4,Juráncsik Balázs,48:03.437,1:23.776,2
5,Informal,48:07.570,1:23.830,3
6,Fooji,48:08.129,1:23.864,3
7,M4köszi,48:11.976,1:22.824,2
8,Domanon,48:23.997,1:22.732,3
9,Bezzeg Dániel,48:31.979,1:23.274,2
10,Laci123,48:34.789,1:25.136,4
11,Bezzeg Bendegúz,48:40.961,1:24.437,4
12,bmw,50:00.000,1:23.670,3
DNF,RF,-,1:24.300,3
DNF,Adrián,-,1:25.763,1
DNF,Legenda,-,1:24.716,0
