1,Legenda,39:35.623,1:29.099,1
2,RF,39:38.861,1:28.150,1
3,Fooji,39:56.570,1:29.706,1
4,Scolwerz,39:59.506,1:28.284,2
5,Nico,40:03.718,1:29.429,1
6,Babkonzerv,40:05.060,1:29.798,1
7,DEO,40:10.710,1:29.833,1
8,Mathx,40:12.648,1:29.911,1
9,Profesional Moron,40:27.812,1:30.244,1
10,Unluck,41:17.831,1:28.904,2
11,Swerdver,+1 Lap,1:32.419,1
12,D4RK,+1 Lap,1:33.578,1
