1,RF,39:12.218,1:45.397,1
2,Legenda,39:26.174,1:45.885,1
3,Unluck,39:38.323,1:46.381,1
4,Scolwerz,39:38.324,1:45.827,1
5,Babkonzerv,39:50.115,1:46.461,1
6,Fooji,40:01.065,1:46.343,1
7,Nico,40:05.983,1:47.121,1
8,bmw,40:20.198,1:46.650,1
9,Mathx,40:28.904,1:47.348,1
10,Patty,40:49.506,1:48.645,1
11,bj,40:57.899,1:48.245,2
12,Laci,+1 Lap,1:48.293,1
13,Lecso,+1 Lap,1:47.430,2
14,D4RK,+1 Lap,1:49.968,1
DNF,DEO,,,
DNF,Professional Moron,,,
DNF,Nicosal,,,
