1,RF,48:06.649,1:36.963,1
2,Scolwerz,48:27.650,1:35.490,2
3,Nico,48:39.035,1:38.009,1
4,Legenda,49:32.727,1:37.656,1
5,Fooji,49:33.919,1:38.634,2
6,Profesional Moron,49:42.895,1:37.685,2
7,Unluck,+1 Lap,1:39.055,4
8,Mathx,+1 Lap,1:39.564,5
DNF,bmw,,,
DNF,WirelessShark3,,,
DNF,bj,,,
