1,RF,42:06.680,1:11.036,1
2,Legenda,42:15.156,1:10.791,1
3,Nicosal,42:16.772,1:10.340,1
4,Scolwerz,42:32.406,1:08.948,2
5,Fooji,42:46.302,1:10.483,1
6,Mathx,43:14.510,1:11.774,2
7,bmw,43:19.400,1:11.416,2
8,DEO,43:34.339,1:11.398,1
DNF,Unluck,,1:10.656,2
DNF,Bálint,,,
DNF,bj,,,
DNF,Babkonzerv,,,
DNF,Nico,,,
DSQ,Profesional Moron,,,
DSQ,Patty,,,
