1,RF,44:30.741,1:32.911,1
2,Fooji,44:58.815,1:33.858,1
3,Unluck,45:02.816,1:34.005,1
4,Babkonzerv,45:09.127,1:33.998,1
5,Legenda,45:39.281,1:33.734,2
6,Scolwerz,45:57.617,1:30.133,3
7,Lecso,+1 Lap,1:35.083,2
8,Dobos Attila,+1 Lap,1:36.000,1
9,Bálint,+1 Lap,1:34.156,2
10,Mathx,+1 Lap,1:35.630,2
11,bmw,+1 Lap,1:33.720,2
12,WirelessShark3,+1 Lap,1:35.256,2
13,Laci,+1 Lap,1:36.368,2
DNF,Nicosal,,,
