1,RF,45:52.236,1:34.112,1
2,Scolwerz,46:36.724,1:33.283,2
3,Legenda,47:04.231,1:34.663,1
4,Bálint,47:17.151,1:35.477,1
5,Nicosal,47:17.728,1:34.073,2
6,Mar,47:19.689,1:35.715,1
7,bmw,47:28.625,1:35.333,1
8,heczii,47:31.092,1:35.056,1
9,Mathx,47:31.151,1:37.174,1
10,bj,47:34.664,1:36.467,1
11,Fooji,47:50.735,1:34.929,2
12,Nico,+1 Lap,1:36.479,2
13,Patty,+1 Lap,1:36.015,3
14,D4RK,+1 Lap,1:39.070,2
15,Unluck,+1 Lap,1:35.263,4
DNF,WirelessShark3,,,
