1,Scolwerz,49:01.231,1:15.581,2
2,Legenda,49:38.919,1:15.448,3
3,Babkonzerv,49:49.981,1:16.178,3
4,Fooji,49:56.941,1:17.406,2
5,RF,50:02.617,1:16.945,1
6,Unluck,50:07.027,1:16.964,2
7,Nico,+1 Lap,1:18.125,2
8,bmw,+1 Lap,1:17.189,2
9,Mathx,+1 Lap,1:16.899,4
10,Profesional Moron,+2 Lap,1:17.864,4
11,Swedver,+2 Lap,1:20.331,2
DNF,D4RK,,,
DNF,Szniki,,,
DNF,bj,,,
