1,Scolwerz,43:55.704,1:29.570,1
2,RF,44:04.903,1:29.613,1
3,Legenda,44:05.742,1:28.702,1
4,Nicosal,44:10.441,1:29.558,1
5,Fooji,44:31.732,1:27.615,2
6,bmw,44:47.232,1:30.927,1
7,DEO,44:51.741,1:30.799,1
8,Mathx,45:09.155,1:31.465,1
9,nico,45:25.443,1:29.053,2
10,Unluck,45:25.951,1:29.788,2
11,bj,+1 Lap,1:33.060,1
12,Patty,+1 Lap,1:30.401,2
13,D4RK,+1 Lap,1:34.350,1
14,Profesional Moron,+1 Lap,1:28.589,5
DNF,heczii,,,
