1,RF,44:01.676,1:08.869,2
2,Legenda,44:17.422,1:10.133,1
3,Fooji,44:17.469,1:09.519,2
4,Scolwerz,44:20.454,1:09.816,1
5,Unluck,44:28.934,1:09.200,2
6,Bálint,44:30.830,1:09.143,2
7,Nico,44:38.751,1:09.027,2
8,heczii,44:46.930,1:08.708,3
9,Mathx,44:52.452,1:11.016,1
10,bj,45:09.670,1:11.450,2
11,D4RK,+2 Laps,1:12.670,3
DNF,Mar,,,
DSQ,Yufex,,,
DSQ,Nicosal,,,
