1,RF,49:55.161,1:17.182,2
2,Legenda,50:09.732,1:19.259,1
3,Babkonzerv,50:12.217,1:19.357,1
4,DEO,50:21.558,1:19.670,1
5,Fooji,50:23.705,1:19.209,1
6,Unluck,50:25.586,1:19.024,1
7,Nico,51:06.406,1:17.283,2
8,bj,+1 Lap,1:21.331,1
9,Mathx,+1 Lap,1:20.001,2
DNF,Scolwerz,,,
DNF,bmw,,,
