1,RF,37:36.513,1:21.418,1
2,Scolwerz,37:49.108,1:21.929,1
3,Fooji,38:04.011,1:22.614,1
4,Legenda,38:06.222,1:22.370,1
5,Babkonzerv,38:16.412,1:22.547,1
6,Unluck,38:25.875,1:22.689,1
7,heczii,38:28.294,1:23.308,1
8,WirelessShark3,38:33.201,1:22.749,1
9,Nico,38:34.391,1:23.366,1
10,Lecso,38:37.556,1:23.396,1
11,Mar,38:43.231,1:23.390,1
12,bj,39:01.262,1:24.147,1
13,bmw,39:11.564,1:23.504,1
14,Laci,+1 Lap,1:24.681,2
15,Mathx,+1 Lap,1:22.082,1
16,D4RK,+2 Lap,1:26.143,1
DNF,Nicosal,,,
