1,RF,41:16.058,1:30.062,1
2,Scolwerz,41:31.574,1:30.532,1
3,Fooji,41:50.858,1:31.062,1
4,Nico,41:55.739,1:30.600,1
5,Szniki,42:12.360,1:31.600,1
6,Legenda,42:13.630,1:29.266,2
7,Unluck,42:14.539,1:30.343,2
8,heczii,42:18.767,1:30.119,2
9,WirelessShark3,42:32.493,1:31.284,1
10,bmw,42:36.735,1:32.343,1
11,bj,+1 Lap,1:33.111,1
12,Yufex,+1 Lap,1:31.534,2
13,D4RK,+1 Lap,1:34.281,1
14,Mathx,+1 Lap,1:30.058,3
DNF,Bunsz,-,-
