1,Petert2007,12:41.364,1:23.607,0
2,Legenda,12:41.661,1:24.067,0
3,Domanon,12:44.442,1:23.688,0
4,Bezzeg Bendegúz,12:45.778,1:24.311,0
5,Bezzeg Dániel,12:46.128,1:24.135,0
6,Juráncsik Balázs,12:47.715,1:23.496,0
7,Informal,12:49.394,1:24.113,0
8,M4köszi,12:49.769,1:23.914,0
9,Fooji,12:50.449,1:24.080,0
10,bmw,13:05.392,1:23.977,0
11,Scolwerz,13:28.534,1:23.890,0
12,Laci123,13:44.866,1:25.269,0
DNF,RF,-,1:24.281,0
DNF,fhr_krstf,-,1:24.443,0
DNF,Adrián,-,1:29.288,0

