1,fhr_krstf,1:08.300,S
2,Bezzeg Dániel,1:08.475,S
3,Scolwerz,1:08.485,S
4,Legenda,1:08.552,S
5,Petert2007,1:08.623,S
6,M4köszi,1:08.834,S
7,Fooji,1:08.852,S
8,Bezzeg Bendegúz,1:08.889,S
9,Domanon,1:08.917,S
10,bmw,1:09.076,S
11,RF,1:09.130,S
12,Informal,1:09.254,S
13,Laci123,1:09.299,S
14,mark1111,1:09.315,S
15,Adrián,1:10.028,S
