1,fhr_krstf,1:20.154,S
2,Scolwerz,1:20.714,S
3,Petert2007,1:20.804,S
4,Bezzeg Dániel,1:20.838,S
5,M4köszi,1:20.879,S
6,Domanon,1:20.954,S
7,bmw,1:21.025,S
8,RF,1:21.104,S
9,Legenda,1:21.158,S
10,Bezzeg Bendegúz,1:21.322,S
11,Informal,1:21.381,S
12,Adrián,1:21.554,S
13,Juráncsik Balázs,1:21.559,S
14,Laci123,1:23.431,S
15,Fooji,,
