1,8
2,7
3,6
4,5
5,4
6,3
7,2
8,1
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
DNF,0
DNS,0
DNA,0
DSQ,0
,0
