1,20
2,16
3,13
4,11
5,9
6,7
7,6
8,5
9,4
10,3
11,2
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
DNF,0
DNS,0
DNA,0
DSQ,0
,0
