1,Fooji,43:18.348,1:10.045,2
2,Legenda,43:19.972,1:10.220,2
3,Number One,43:25.842,1:09.253,2
4,NeXo,43:35.146,1:09.911,2
5,DarioDarcos,43:47.384,1:11.231,1
6,BMW,43:48.320,1:10.489,2
7,Sneaky,43:39.620,1:09.606,2
8,Roo,45:20.000,1:10.513,2
9,Ármin,48:00.000,1:13.233,2
10,Mateusz rex,50:20.000,1:13.106,5
DNF,Scolwerz,-,1:10.083,1
DNF,Vass Levente,-,1:13.746,1
DNF,Kerepeczki Bence,-,1:11.806,0
