1,Number One,42:12.256,1:29.435,2
2,Fooji,42:13.657,1:31.456,1
3,Scolwerz,42:16.937,1:30.807,1
4,NeXo,42:21.178,1:30.833,2
5,Sneaky,42:37.396,1:32.096,1
6,DarioDarcos,42:39.875,1:32.787,1
7,BMW,42:53.186,1:32.828,1
8,Bálint,42:54.654,1:30.397,2
9,Ármin,48:00.000,1:36.695,3
DNF,Roo,-,1:33.283,2
DNS,Vass Levente,-,-,0
