1,Scolwerz,42:55.247,1:32.994,1
2,Fooji,43:01.196,1:33.099,1
3,Sneaky,43:01.573,1:33.254,1
4,Legenda,43:18.212,1:33.956,1
5,Rákoskutya,43:18.544,1:34.147,1
6,Goldrush,43:43.745,1:33.264,2
7,Dávid,43:43.878,1:32.126,2
8,bj,43:50.685,1:33.495,2
9,NeXo,43:56.749,1:34.343,2
10,BMW,44:22.476,1:34.967,1
11,Monte Carlo,45:00.000,1:34.987,3
12,Ármin,45:00.100,1:38.534,1
13,Mateusz rex,45:00.200,1:36.004,2
DNF,Number One,-,1:39.813,0
DNF,Bálint,-,1:42.515,0
DNS,Solo,-,-,0
