1,Scolwerz,37:49.830,1:22.305,1
2,Fooji,37:56.112,1:22.643,1
3,Zuppaq,38:09.565,1:22.755,1
4,Bálint,38:36.358,1:23.000,1
5,Number One,39:44.455,1:21.754,1
6,DarioDarcos,41:12.458,1:23.026,1
7,BMW,42:40.302,1:23.914,1
8,NeXo,44:01.193,1:23.431,1
9,Mateusz rex,40:00.000,1:24.098,2
10,Kerepeczki Bence,40:00.100,1:22.865,3
11,Ármin,40:00.200,1:25.769,1
12,Rákoskutya,41:00.000,1:23.452,2
DNF,Legenda,-,1:25.717,0
