1,Sneaky,45:43.400,1:20.377,2
2,Scolwerz,45:44.088,1:20.512,2
3,Goldrush,45:47.409,1:20.629,2
4,Fooji,46:06.411,1:21.377,1
5,BMW,46:14.433,1:21.206,2
6,NeXo,46:18.068,1:20.730,2
7,Legenda,46:29.583,1:19.718,2
8,Dávid,47:55.600,1:21.506,2
9,Number One,47:55.700,1:19.400,4
10,Mateusz rex,47:55.800,1:24.330,2
11,bj,47:55.900,1:21.517,2
12,Ármin,49:00.000,1:24.488,2
13,Rákoskutya,49:10.000,1:19.453,3
DNF,Bálint,-,-,0
