1,Sneaky,40:04.922,1:46.694,1
2,Goldrush,40:10.325,1:47.441,1
3,Legenda,40:24.008,1:45.216,2
4,NeXo,40:24.836,1:47.667,1
5,Kerepeczki Bence,40:45.018,1:48.808,1
6,Fooji,41:28.324,1:44.291,4
7,Bálint,41:30.011,1:46.483,3
8,DarioDarcos,43:00.000,1:47.126,1
9,Mateusz rex,43:00.100,1:51.258,1
10,Adamski,45:00.000,1:56.734,2
DNF,Number One,-,1:45.152,3
DNF,Scolwerz,-,1:46.661,1
DNF,BMW,-,1:49.382,1
DNF,Rákoskutya,-,1:56.293,0
DNF,Ármin,-,-,0
