1,Sneaky,43:17.662,1:14.826,1
2,Fooji,43:25.247,1:14.048,2
3,Legenda,43:41.663,1:15.076,1
4,Bálint,43:43.328,1:15.382,1
5,NeXo,43:59.285,1:14.763,2
6,Number One,44:07.305,1:15.414,2
7,DarioDarcos,44:08.104,1:15.595,1
8,Goldrush,44:14.149,1:14.652,3
9,BMW,44:23.072,1:15.354,2
10,Krisz,45:20.000,1:14.794,2
11,Ármin,45:20.100,1:18.284,1
12,Mateusz rex,51:30.00,1:19.094,2
DNF,Scolwerz,-,1:15.297,0
DSQ,Dávid,-,1:13.865,2
