1,Goldrush,44:45.537,1:29.228,2
2,Fooji,44:50.864,1:30.991,1
3,Sneaky,45:08.620,1:30.029,2
4,Legenda,45:13.680,1:29.553,2
5,Yufex,45:27.314,1:30.815,2
6,Scolwerz,45:42.221,1:30.401,1
7,bj,45:43.697,1:31.564,2
8,BMW,45:59.762,1:30.718,2
9,Noriss,46:05.265,1:32.412,2
10,NeXo,46:10.802,1:32.574,1
11,Dávid,46:17.212,1:31.541,2
12,Bálint,47:05.555,1:30.952,3
13,Ronelox,47:10.555,1:34.038,1
14,ICEMAN,47:30.555,1:33.132,2
15,Ármin,47:44.555,1:33.426,2
DNS,Number One,-,-,
