1,Legenda,47:24.130,1:19.416,1
2,Scolwerz,47:25.947,1:19.802,1
3,Fooji,47:28.781,1:19.578,1
4,Zuppaq,47:29.212,1:19.413,1
5,Goldrush,47:45.683,1:19.572,2
6,NeXo,47:59.050,1:20.382,1
7,BMW,48:02.271,1:20.478,1
8,Rákoskutya,48:26.000,1:19.838,1
9,Krisz,51:30.000,1:17.945,5
DNF,Number One,-,1:19.511,3
DNF,Sneaky,-,1:19.619,2
DNF,Bálint,-,1:21.746,1
DNF,DarioDarcos,-,1:21.750,0
DSQ,Dávid,-,1:17.961,2
