1,Fooji,46:02.978,1:35.321,1
2,NeXo,46:20.337,1:35.954,2
3,Legenda,46:26.976,1:35.868,1
4,Number One,46:27.227,1:33.647,2
5,DarioDarcos,46:29.233,1:35.789,1
6,Sneaky,46:49.920,1:34.409,2
7,Scolwerz,47:01.208,1:33.668,2
8,Goldrush,47:26.911,1:36.354,2
9,BMW,47:28.369,1:36.903,1
10,Roo,47:58.023,1:37.083,2
11,Ármin,48:02.000,1:39.758,1
12,Rákoskutya,48:02.100,1:36.965,1
13,Mateusz rex,48:02.200,1:38.530,2
DNF,Bálint,-,1:35.434,2
DNF,Vass Levente,-,1:38.725,0
