1,Scolwerz,46:51.906,1:37.307,1
2,Fooji,46:53.318,1:36.889,2
3,Number One,47:05.986,1:35.600,2
4,Sneaky,47:10.674,1:38.294,1
5,DarioDarcos,47:27.421,1:39.204,1
6,Legenda,47:36.063,1:36.667,2
7,NeXo,47:52.741,1:37.733,2
8,BMW,48:10.095,1:38.990,2
9,Mateusz rex,49:10.000,1:42.404,2
10,Ármin,49:10.100,1:42.106,2
11,Rákoskutya,49:10.200,1:37.566,2
DNS,Vass Levente,-,-,0
