1,Fooji,39:43.006,1:29.533,1
2,Scolwerz,39:43.362,1:29.591,1
3,Sneaky,39:56.599,1:29.676,1
4,Bálint,40:08.061,1:30.202,1
5,Legenda,40:17.364,1:30.399,1
6,Number One,40:27.420,1:30.939,1
7,NeXo,40:27.837,1:30.312,1
8,DarioDarcos,40:28.094,1:30.489,1
9,Krisz,40:36.337,1:30.813,1
10,BMW,40:49.524,1:31.033,1
DSQ,Dávid,-,1:29.193,1
