1,Nicosal,1:26.125,S
2,Scolwerz,1:26.150,S
3,RF,1:26.462,S
4,Profesional Moron,1:26.603,SS
5,Fooji,1:26.613,S
6,DEO,1:26.778,SS
7,Patty,1:26.946,SS
8,Legenda,1:26.951,M
9,heczii,1:27.041,SS
10,Unluck,1:27.190,S
11,nico,1:27.670,S
12,Mathx,1:28.171,S
13,bmw,1:28.396,S
14,bj,1:29.191,SS
15,D4RK,1:30.266,S
