1,RF,1:03.405,US
2,Scolwerz,1:03.511,US
3,Fooji,1:03.820,US
4,Nico,1:04.044,US
5,Nicosal,1:04.142,US
6,Legenda,1:04.200,SS
7,Szniki,1:04.439,US
8,Mathx,1:04.689,US
9,bmw,1:04.730,US
10,Lecso,1:05.119,US
11,Unluck,1:05.458,S
12,Laci,1:05.601,US
13,bj,1:05.723,US
14,Swedver,1:05.976,US
15,D4RK,1:06.910,US
