1,Legenda,1:07.140,SS
2,RF,1:07.224,S
3,Nico,1:07.284,SS
4,Bálint,1:07.376,SS
5,Unluck,1:07.418,SS
6,heczii,1:07.600,SS
7,Scolwerz,1:07.617,SS
8,Fooji,1:07.781,SS
9,Yufex,1:07.948,SS
10,Mar,1:07.976,SS
11,Mathx,1:08.157,SS
12,Nicosal,1:08.440,M
13,bj,1:08.584,SS
14,D4RK,1:09.532,SS
