1,RF,1:31.392,US
2,Unluck,1:31.882,US
3,Scolwerz,1:32.234,S
4,Nico,1:32.340,SS
5,Nicosal,1:32.749,S
6,Bálint,1:33.160,SS
7,bmw,1:33.789,SS
8,Lecso,1:34.243,SS
9,Mathx,1:34.471,SS
10,Laci,1:35.021,US
11,Legenda,1:36.534,SS
12,Fooji,1:39.398,SS
13,Dobos Attila,1:47.024,US
14,Babkonzerv,,
