1,RF,1:27.006,S
2,Legenda,1:27.101,SS
3,heczii,1:27.456,SS
4,Unluck,1:27.544,SS
5,Nico,1:27.573,SS
6,Scolwerz,1:27.649,S
7,Szniki,1:27.955,SS
8,Fooji,1:28.077,S
9,Mathx,1:28.828,SS
10,Bunsz,1:28.973,SS
11,bj,1:29.276,SS
12,D4RK,1:30.330,SS
13,WirelessShark3,1:31.088,SS
14,bmw,1:31.836,SS
15,Yufex,,
