1,10
2,9
3,8
4,7
5,6
6,5
7,4
8,3
9,2
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
DNF,0
DNS,0
DNA,0
DSQ,0
,0
